,name,total_enrollment,state,n_native,n_asian,n_black,n_hispanic,n_pacific,n_nonresident,n_total_minority,n_multiracial,n_unknown,n_white,n_women,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent
180,Blue Mountain Community College,1731,Oregon,39,12,23,370,11,0,507,52,45,1179,1020,OR,Public,2 Year,,6188,6188,15908,15908,,,,
181,Blue Ridge Community and Technical College,5528,West Virginia,19,99,356,199,12,0,802,117,21,4705,3628,WV,Public,2 Year,,4128,4128,7464,7464,,,,
182,Bluefield College,944,Virginia,0,48,160,37,0,19,275,30,13,637,544,VA,Private,4 Year,9024.0,25290,34314,25290,34314,,,,
183,Bluefield State College,1563,West Virginia,4,3,156,17,0,34,197,17,13,1319,968,WV,Public,4 Year,,8820,8820,16920,16920,43200.0,72800.0,60.0,3.0
184,Bluegrass Community and Technical College,10952,Kentucky,33,176,1321,476,20,169,2329,303,170,8284,6376,KY,Public,2 Year,,5310,5310,18000,18000,,,,
185,Bluffton University,1094,Ohio,0,7,59,34,0,6,120,20,26,942,554,OH,Private,4 Year,10800.0,32766,43566,32766,43566,,,,
186,Bob Jones University,3108,South Carolina,8,73,44,177,12,180,394,80,205,2329,1702,SC,Private,4 Year,6976.0,18150,25126,18150,25126,,,,
187,Boise Bible College,175,Idaho,3,1,2,9,0,1,18,3,6,150,86,ID,Private,4 Year,6200.0,12520,18720,12520,18720,,,,
188,Boise State University,22227,Idaho,132,436,357,2149,71,816,3842,697,650,16919,12120,ID,Public,4 Year,10692.0,7694,18386,23776,34468,50100.0,86400.0,55.0,14.0
189,Boricua College,1163,New York,0,0,170,957,3,0,1130,0,23,10,876,NY,Private,4 Year,,11025,11025,11025,11025,,,,
190,Bossier Parish Community College,8693,Louisiana,79,49,3600,553,17,17,4459,161,455,3762,5467,LA,Public,2 Year,,4283,4283,8960,8960,,,,
191,Boston Architectural College,876,Massachusetts,2,46,37,89,1,82,196,21,167,431,411,MA,Private,4 Year,13280.0,21894,35174,21894,35174,,,,
192,Boston Baptist College,94,Massachusetts,0,1,4,3,0,0,8,0,0,86,44,MA,Private,4 Year,7810.0,12600,20410,12600,20410,,,,
193,Boston College,14317,Massachusetts,15,1144,575,1238,1,1401,3348,375,1269,8299,7808,MA,Private,4 Year,14478.0,55464,69942,55464,69942,63600.0,115400.0,43.0,13.0
194,Boston University,32112,Massachusetts,27,3448,1190,2419,34,6412,7986,868,3072,14642,18765,MA,Private,4 Year,15720.0,53948,69668,53948,69668,61400.0,113600.0,43.0,25.0
195,Bowdoin College,1805,Maine,2,114,88,229,0,98,550,117,10,1147,903,ME,Private,4 Year,14698.0,53922,68620,53922,68620,61300.0,112000.0,54.0,37.0
196,Bowie State University,5695,Maryland,6,81,4751,147,9,234,5162,168,98,201,3583,MD,Public,4 Year,10904.0,8233,19137,18873,29777,50300.0,89900.0,65.0,11.0
197,Bradley University,5300,Illinois,10,144,245,282,5,387,755,69,651,3507,2673,IL,Private,4 Year,10620.0,33760,44380,33760,44380,55600.0,104900.0,46.0,38.0
198,Brandeis University,5945,Massachusetts,6,582,275,323,3,1384,1307,118,611,2643,3228,MA,Private,4 Year,15440.0,55395,70835,55395,70835,60600.0,113200.0,48.0,29.0
199,Brandman University,7795,California,46,356,769,1954,70,2,3516,321,443,3834,4909,CA,Private,4 Year,,15380,15380,15380,15380,,,,
200,Brazosport College,4155,Texas,9,35,290,1492,0,0,1929,103,47,2179,2006,TX,Public,2 Year,,2715,2715,5355,5355,,,,
201,Brenau University,2789,Georgia,5,62,935,177,5,89,1264,80,74,1362,2418,GA,Private,4 Year,12418.0,29050,41468,29050,41468,,,,
202,Brescia University,1056,Kentucky,9,3,133,63,2,10,210,0,132,704,771,KY,Private,4 Year,9200.0,22400,31600,22400,31600,44300.0,81200.0,53.0,7.0
203,Brevard College,705,North Carolina,4,6,73,7,2,53,111,19,43,498,296,NC,Private,4 Year,9900.0,29350,39250,29350,39250,,,,
204,Brewton-Parker College,638,Georgia,1,3,146,28,0,8,188,10,135,307,284,GA,Private,4 Year,7850.0,18690,26540,18690,26540,,,,
205,Briar Cliff University,1135,Iowa,8,18,62,99,1,34,207,19,0,894,669,IA,Private,4 Year,9020.0,31964,40984,31964,40984,,,,
206,Bridgewater College,1785,Virginia,8,17,179,74,1,17,362,83,62,1344,962,VA,Private,4 Year,12720.0,35160,47880,35160,47880,,,,
207,Bridgewater State University,11187,Massachusetts,27,209,933,617,9,86,2085,290,443,8573,6791,MA,Public,4 Year,13090.0,10367,23457,16507,29597,,,,
208,Brigham Young University,30484,Utah,112,593,157,1685,178,1164,3754,1029,358,25208,13680,UT,Private,4 Year,7628.0,5620,13248,5620,13248,,,,
209,Bristol Community College,9189,Massachusetts,28,178,727,729,2,7,2082,418,302,6798,5611,MA,Public,2 Year,,5970,5970,12150,12150,,,,
210,Brookdale Community College,14144,New Jersey,58,489,1425,1892,33,107,4027,130,503,9507,7531,NJ,Public,2 Year,,5216,5216,9281,9281,,,,
211,Brookhaven College,12403,Texas,47,1238,2285,4479,6,54,8212,157,448,3689,7239,TX,Public,2 Year,,1770,1770,5220,5220,,,,
212,Broome Community College,5944,New York,10,35,141,314,0,179,513,13,1830,3422,3365,NY,Public,2 Year,11818.0,5482,17300,10210,22028,,,,
213,Broward College,44119,Florida,84,1305,14638,15053,133,1360,31955,742,1757,9047,25988,FL,Public,2 Year,,3540,3540,11190,11190,,,,
214,Brown University,9181,Rhode Island,26,1099,550,894,13,1539,2958,376,798,3886,4682,RI,Private,4 Year,14670.0,55656,70326,55656,70326,68200.0,127600.0,45.0,43.0
215,Brunswick Community College,1814,North Carolina,18,32,262,78,1,7,457,66,33,1317,1088,NC,Public,2 Year,,2380,2380,8140,8140,,,,
216,Bryan College of Health Sciences,691,Nebraska,3,17,12,20,2,0,64,10,0,627,607,NE,Private,4 Year,,18270,18270,18270,18270,,,,
217,Bryant University,3462,Rhode Island,12,141,145,216,5,279,563,44,103,2517,1436,RI,Private,4 Year,15702.0,43973,59675,43973,59675,60500.0,108600.0,37.0,8.0
218,Bryn Mawr College,1709,Pennsylvania,2,166,105,134,2,319,484,75,162,744,1629,PA,Private,4 Year,16500.0,52360,68860,52360,68860,,,,
219,Bucknell University,3624,Pennsylvania,1,126,114,187,0,222,552,124,14,2836,1883,PA,Private,4 Year,13662.0,56092,69754,56092,69754,66700.0,122900.0,40.0,40.0
220,Bucks County Community College,8979,Pennsylvania,84,270,411,488,6,15,1467,208,2028,5469,4928,PA,Public,2 Year,1500.0,5660,7160,14660,16160,,,,
221,Buena Vista University,2295,Iowa,14,28,34,92,1,63,188,19,190,1854,1528,IA,Private,4 Year,9538.0,34004,43542,34004,43542,,,,
222,Bunker Hill Community College,14253,Massachusetts,40,1447,3879,3331,22,664,9100,381,804,3685,8089,MA,Public,2 Year,,5580,5580,11760,11760,,,,
223,Butler University,4848,Indiana,8,119,182,146,0,139,546,91,157,4006,2877,IN,Private,4 Year,13830.0,41120,54950,41120,54950,51800.0,99300.0,53.0,9.0
224,Butte College,12161,California,211,668,308,2331,56,182,3842,268,857,7280,6328,CA,Public,2 Year,,1498,1498,8518,8518,,,,
225,Cabarrus College of Health Sciences,448,North Carolina,0,6,40,12,0,0,65,7,0,383,409,NC,Private,4 Year,,13194,13194,13194,13194,,,,
226,Cabrillo College,13594,California,65,447,188,5154,26,72,6507,627,247,6768,7057,CA,Public,2 Year,,1500,1500,9300,9300,,,,
227,Cabrini University,2203,Pennsylvania,2,21,285,96,2,2,479,73,185,1537,1475,PA,Private,4 Year,12266.0,31920,44186,31920,44186,,,,
228,Cairn University,1058,Pennsylvania,2,40,175,66,1,20,300,16,20,718,579,PA,Private,4 Year,10294.0,27279,37573,27279,37573,,,,
229,Caldwell Community College and Technical Institute,3876,North Carolina,70,58,198,185,4,7,534,19,70,3265,2172,NC,Public,2 Year,,2356,2356,8116,8116,,,,
230,Calhoun Community College,10802,Alabama,186,374,1942,458,7,67,3394,427,171,7170,6045,AL,Public,2 Year,,4840,4840,8690,8690,,,,
231,California Baptist University,7957,California,57,398,665,2524,73,175,4078,361,454,3250,5203,CA,Private,4 Year,12160.0,33478,45638,33478,45638,,,,
232,California Christian College,20,California,1,0,2,6,0,0,10,1,0,10,4,CA,Private,4 Year,4950.0,9570,14520,9570,14520,,,,
233,California College of the Arts,1998,California,11,285,83,252,18,552,649,0,177,620,1236,CA,Private,4 Year,10136.0,49138,59274,49138,59274,,,,
234,California Institute of Integral Studies,1251,California,7,54,74,126,4,103,336,71,54,758,906,CA,Private,4 Year,,20230,20230,20230,20230,,,,
235,California Institute of Technology,2209,California,4,580,27,173,1,603,853,68,10,743,679,CA,Private,4 Year,15525.0,52362,67887,52362,67887,84100.0,151600.0,53.0,97.0
236,California Institute of the Arts,1471,California,8,172,93,178,10,164,553,92,165,589,819,CA,Private,4 Year,12069.0,49276,61345,49276,61345,,,,
237,California Lutheran University,4160,California,35,238,151,975,22,477,1531,110,207,1945,2390,CA,Private,4 Year,13779.0,42693,56472,42693,56472,,,,
238,California Miramar University,324,California,1,15,17,8,0,0,45,4,4,275,100,CA,Private,4 Year,,12180,12180,12180,12180,,,,
239,California University of Management and Sciences,592,California,0,6,5,0,0,572,11,0,0,9,113,CA,Private,4 Year,,10410,10410,10410,10410,,,,
240,Calvin College,3993,Michigan,16,173,94,129,0,425,523,111,67,2978,2211,MI,Private,4 Year,10200.0,34600,44800,34600,44800,50200.0,91100.0,54.0,23.0
241,Cambridge College,2841,Massachusetts,3,78,804,626,4,254,1538,23,169,880,1982,MA,Private,4 Year,,13040,13040,13040,13040,,,,
242,Camden County College,12051,New Jersey,152,598,2557,1772,36,205,5197,82,595,6054,6856,NJ,Public,2 Year,,4320,4320,4440,4440,,,,
243,Cameron University,5537,Oklahoma,296,93,861,644,36,263,2357,427,118,2799,3352,OK,Public,4 Year,5452.0,6450,11902,15870,21322,43900.0,81500.0,54.0,14.0
244,Campbell University,6101,North Carolina,40,193,946,343,9,121,1643,112,585,3752,3225,NC,Private,4 Year,11430.0,32500,43930,32500,43930,46300.0,82400.0,56.0,8.0
245,Campbellsville University,3427,Kentucky,6,17,375,56,4,226,499,41,54,2648,1986,KY,Private,4 Year,8000.0,25400,33400,25400,33400,37600.0,66800.0,50.0,7.0
246,Canada College,6498,California,14,726,232,3302,104,109,4591,213,157,1641,4107,CA,Public,2 Year,,1440,1440,8670,8670,,,,
247,Canisius College,4181,New York,13,73,280,184,2,195,615,63,278,3093,2314,NY,Private,4 Year,11300.0,28488,39788,28488,39788,,,,
248,Cankdeska Cikana Community College,185,North Dakota,143,0,1,1,1,0,146,0,0,39,115,ND,Public,2 Year,,4050,4050,4050,4050,,,,
249,Cape Cod Community College,3818,Massachusetts,23,77,200,259,7,2,733,167,252,2831,2387,MA,Public,2 Year,,6330,6330,12510,12510,,,,
250,Cape Fear Community College,9062,North Carolina,84,89,1358,525,17,7,2353,280,149,6553,4901,NC,Public,2 Year,,2590,2590,8350,8350,,,,
251,Capella University,35061,Minnesota,196,507,12301,2228,141,170,16086,713,4916,13889,26432,MN,For Profit,4 Year,,13788,13788,13788,13788,,,,
252,Capital Community College,4075,Connecticut,5,173,1508,1088,4,2,2857,79,417,799,2846,CT,Public,2 Year,,4404,4404,13172,13172,,,,
253,Capital University,3494,Ohio,4,50,338,135,2,54,663,134,105,2672,1979,OH,Private,4 Year,10842.0,35466,46308,35466,46308,,,,
254,Cardinal Stritch University,3811,Wisconsin,18,76,842,293,8,121,1308,71,129,2253,2453,WI,Private,4 Year,8440.0,29998,38438,29998,38438,47000.0,82500.0,51.0,2.0
255,Career College of Northern Nevada,581,Nevada,24,23,23,168,4,0,264,22,8,309,342,NV,For Profit,2 Year,,11250,11250,11250,11250,,,,
256,Carl Albert State College,2241,Oklahoma,471,10,79,116,4,41,874,194,13,1313,1473,OK,Public,2 Year,4000.0,3818,7818,7943,11943,,,,
257,Carl Sandburg College,2200,Illinois,6,19,181,152,2,0,430,70,69,1701,1387,IL,Public,2 Year,,5000,5000,8330,8330,,,,
258,Carleton College,2057,Minnesota,3,184,79,130,2,197,491,93,36,1333,1086,MN,Private,4 Year,14085.0,54759,68844,54759,68844,58800.0,109900.0,47.0,45.0
259,Carlow University,2201,Pennsylvania,6,29,388,43,2,8,531,63,243,1419,1943,PA,Private,4 Year,11442.0,29454,40896,29454,40896,,,,
260,Carnegie Mellon University,12587,Pennsylvania,9,2071,402,574,2,4820,3392,334,628,3747,4782,PA,Private,4 Year,14418.0,55465,69883,55465,69883,75900.0,136100.0,45.0,66.0
261,Carolina Christian College,53,North Carolina,1,0,50,1,0,0,52,0,0,1,27,NC,Private,4 Year,,8300,8300,8300,8300,,,,
262,Carroll College,1440,Montana,18,21,11,71,4,23,148,23,136,1133,839,MT,Private,4 Year,9880.0,35486,45366,35486,45366,48200.0,91400.0,55.0,25.0
263,Carroll Community College,3645,Maryland,10,55,134,115,3,6,392,75,46,3201,2214,MD,Public,2 Year,,5160,5160,10448,10448,,,,
264,Carroll University,3446,Wisconsin,2,116,37,190,3,54,416,68,43,2933,2257,WI,Private,4 Year,9484.0,31918,41402,31918,41402,45600.0,86500.0,49.0,14.0
265,Carson-Newman University,2362,Tennessee,3,13,153,34,0,112,203,0,333,1714,1406,TN,Private,4 Year,8810.0,27900,36710,27900,36710,42700.0,76500.0,61.0,5.0
266,Carteret Community College,1659,North Carolina,11,12,168,73,6,0,308,38,30,1321,1103,NC,Public,2 Year,,2372,2372,8132,8132,,,,
267,Carthage College,2948,Wisconsin,12,33,153,126,7,16,402,71,352,2178,1591,WI,Private,4 Year,11990.0,43550,55540,43550,55540,48900.0,85400.0,48.0,17.0
268,Carver College,88,Georgia,0,0,88,0,0,0,88,0,0,0,46,GA,Private,4 Year,6600.0,13475,20075,13475,20075,,,,
269,Case Western Reserve University,10771,Ohio,14,1543,563,444,5,2022,2838,269,532,5379,5380,OH,Private,4 Year,15190.0,49042,64232,49042,64232,66600.0,117800.0,44.0,37.0
270,Casper College,3824,Wyoming,16,29,46,197,10,21,353,55,142,3308,2224,WY,Public,2 Year,6880.0,3072,9952,7584,14464,,,,
271,Catawba College,1300,North Carolina,12,15,265,48,0,34,368,28,3,895,691,NC,Private,4 Year,10488.0,30520,41008,30520,41008,42500.0,78100.0,58.0,11.0
272,Catawba Valley Community College,4742,North Carolina,57,392,430,97,10,0,1054,68,302,3386,2767,NC,Public,2 Year,,2400,2400,8160,8160,,,,
273,Cayuga Community College,4290,New York,17,50,224,149,1,46,505,64,106,3633,2677,NY,Public,2 Year,,5290,5290,9948,9948,,,,
274,Cazenovia College,1091,New York,9,8,78,66,3,0,209,45,146,736,789,NY,Private,4 Year,14596.0,34630,49226,34630,49226,,,,
275,Cecil College,2551,Maryland,11,31,229,121,3,14,466,71,54,2017,1570,MD,Public,2 Year,,4305,4305,9015,9015,,,,
276,Cedar Crest College,1531,Pennsylvania,5,43,140,185,4,33,390,13,91,1017,1417,PA,Private,4 Year,11544.0,39216,50760,39216,50760,,,,
277,Cedar Valley College,6759,Texas,26,169,3578,1514,8,12,5399,104,158,1190,4186,TX,Public,2 Year,,1770,1770,5220,5220,,,,
278,Cedarville University,3585,Ohio,10,75,73,80,2,52,324,84,135,3074,1903,OH,Private,4 Year,7360.0,30270,37630,30270,37630,,,,
279,Centenary College of Louisiana,619,Louisiana,6,21,88,35,1,11,173,22,0,435,350,LA,Private,4 Year,13400.0,36580,49980,36580,49980,47000.0,88400.0,37.0,26.0
280,Centenary University,2318,New Jersey,4,23,188,123,0,46,344,6,885,1043,1524,NJ,Private,4 Year,11444.0,32998,44442,32998,44442,,,,
281,Central Alabama Community College,1726,Alabama,8,4,436,9,0,0,457,0,4,1265,1025,AL,Public,2 Year,,4740,4740,8610,8610,,,,
282,Central Arizona College,5937,Arizona,270,118,397,1653,36,21,2678,204,494,2744,3743,AZ,Public,2 Year,7700.0,2580,10280,11100,18800,,,,
283,Central Baptist College,858,Arkansas,12,2,175,33,1,25,235,12,2,596,402,AR,Private,4 Year,7500.0,16200,23700,16200,23700,36900.0,68000.0,,3.0
284,Central Carolina Community College,4776,North Carolina,38,38,1083,600,8,19,1862,95,144,2751,3070,NC,Public,2 Year,,2392,2392,8152,8152,,,,
285,Central Carolina Technical College,3963,South Carolina,6,28,1730,114,2,0,1915,35,115,1933,2667,SC,Public,2 Year,,5760,5760,9630,9630,,,,
286,Central Christian College of Kansas,1165,Kansas,19,11,210,107,5,8,369,17,252,536,576,KS,Private,4 Year,8286.0,26674,34960,26674,34960,37100.0,66100.0,,2.0
287,Central College,1411,Iowa,5,15,26,44,2,18,106,14,43,1244,736,IA,Private,4 Year,10280.0,37295,47575,37295,47575,49000.0,88800.0,55.0,36.0
288,Central Community College,6377,Nebraska,28,54,122,1093,8,0,1346,41,101,4930,3808,NE,Public,2 Year,7106.0,3000,10106,4320,11426,,,,
289,Central Connecticut State University,12037,Connecticut,23,429,1225,1359,11,203,3337,290,338,8159,6035,CT,Public,4 Year,12176.0,10616,22792,21856,34032,53100.0,93700.0,45.0,15.0
290,Central Georgia Technical College,7625,Georgia,18,72,3964,228,7,13,4364,75,107,3141,4910,GA,Public,2 Year,,3308,3308,5978,5978,,,,
291,Central Lakes College,4333,Minnesota,72,24,113,102,6,3,463,146,56,3811,2406,MN,Public,2 Year,4000.0,5492,9492,5492,9492,,,,
292,Central Maine Community College,3162,Maine,30,40,167,83,4,24,377,53,202,2559,1749,ME,Public,2 Year,9340.0,3720,13060,6540,15880,,,,
293,Central Michigan University,26879,Michigan,181,317,3016,901,24,1110,5043,604,1067,19659,15307,MI,Public,4 Year,10076.0,12960,23036,12960,23036,47700.0,83600.0,46.0,13.0
294,Central New Mexico Community College,26771,New Mexico,1848,565,767,12734,71,976,16596,611,890,8309,15081,NM,Public,2 Year,,1626,1626,7338,7338,,,,
295,Central Ohio Technical College,3567,Ohio,13,41,388,63,2,0,599,92,166,2802,2447,OH,Public,2 Year,,4536,4536,7296,7296,,,,
296,Central Oregon Community College,6312,Oregon,112,79,35,561,25,0,977,165,830,4505,3433,OR,Public,2 Year,10770.0,4938,15708,13218,23988,,,,
297,Central Penn College,1330,Pennsylvania,6,23,285,11,0,0,325,0,157,848,861,PA,For Profit,4 Year,8094.0,18714,26808,18714,26808,,,,
298,Central Piedmont Community College,19957,North Carolina,93,627,6286,2099,31,1039,9729,593,735,8454,11165,NC,Public,2 Year,,2792,2792,8936,8936,,,,
299,Central State University,1751,Ohio,3,1,1669,12,0,8,1700,15,17,26,940,OH,Public,4 Year,10232.0,6346,16578,8346,18578,,,,
300,Central Texas College,20547,Texas,210,606,5579,4126,315,47,11364,528,872,8264,9797,TX,Public,2 Year,5040.0,2700,7740,7050,12090,,,,
301,Central Virginia Community College,4519,Virginia,15,74,731,127,5,18,1107,155,35,3359,2308,VA,Public,2 Year,,4838,4838,10766,10766,,,,
302,Central Washington University,11799,Washington,65,532,365,1430,137,103,3239,710,1130,7327,6147,WA,Public,4 Year,11115.0,8072,19187,23053,34168,52700.0,93200.0,47.0,13.0
303,Central Wyoming College,2082,Wyoming,211,15,20,211,3,9,515,55,38,1520,1137,WY,Public,2 Year,6681.0,3120,9801,7632,14313,,,,
304,Centralia College,3317,Washington,43,36,75,314,18,37,651,165,206,2423,1915,WA,Public,2 Year,,4438,4438,4873,4873,,,,
305,Centre College,1387,Kentucky,0,46,64,32,2,86,186,42,6,1109,718,KY,Private,4 Year,10480.0,41700,52180,41700,52180,49500.0,88500.0,52.0,22.0
306,Century College,9478,Minnesota,35,1613,940,640,12,144,3682,442,61,5591,5240,MN,Public,2 Year,,5417,5417,5417,5417,,,,
307,Cerritos College,21774,California,549,1902,1154,14892,104,163,18944,343,1065,1602,11906,CA,Public,2 Year,,1438,1438,9688,9688,,,,
308,Cerro Coso Community College,4731,California,77,152,202,1824,8,3,2517,254,16,2195,2856,CA,Public,2 Year,,1382,1382,7802,7802,,,,
309,Chabot College,13047,California,31,3020,1604,4814,224,59,10447,754,180,2361,6946,CA,Public,2 Year,,1414,1414,9664,9664,,,,
310,Chadron State College,3033,Nebraska,36,25,116,180,11,55,451,83,232,2295,1765,NE,Public,4 Year,7380.0,7196,14576,7196,14576,42300.0,76700.0,66.0,3.0
311,Chaffey College,19557,California,41,1097,1692,11880,63,178,15410,637,492,3477,11306,CA,Public,2 Year,,1414,1414,9454,9454,,,,
312,Chaminade University of Honolulu,2756,Hawaii,24,726,152,162,429,59,1758,265,484,455,1802,HI,Private,4 Year,13630.0,25374,39004,25374,39004,45400.0,84000.0,55.0,3.0
313,Champlain College,3585,Vermont,15,54,97,137,2,35,508,203,644,2398,1495,VT,Private,4 Year,15354.0,41010,56364,41010,56364,51100.0,88400.0,39.0,14.0
314,Chandler-Gilbert Community College,14500,Arizona,239,801,547,3133,58,69,5149,371,1899,7383,7717,AZ,Public,2 Year,,2580,2580,9810,9810,,,,
315,Chapman University,8132,California,21,889,126,1150,27,455,2659,446,355,4663,4820,CA,Private,4 Year,15828.0,52724,68552,52724,68552,,,,
316,Charleston Southern University,3367,South Carolina,18,41,926,108,4,24,1164,67,157,2022,2096,SC,Private,4 Year,10200.0,25500,35700,25500,35700,42800.0,76300.0,65.0,9.0
317,Charter Oak State College,1929,Connecticut,6,25,323,237,2,12,641,48,161,1115,1300,CT,Public,4 Year,,10161,10161,13101,13101,49200.0,85900.0,68.0,2.0
318,Chatfield College,408,Ohio,0,1,217,0,0,0,221,3,11,176,306,OH,Private,2 Year,,12184,12184,12184,12184,,,,
319,Chatham University,2134,Pennsylvania,6,51,165,68,1,180,321,30,350,1283,1800,PA,Private,4 Year,12090.0,37611,49701,37611,49701,,,,
320,Chattahoochee Technical College,9942,Georgia,52,219,2834,871,20,85,4172,176,96,5589,5638,GA,Public,2 Year,,3350,3350,6020,6020,,,,
321,Chattahoochee Valley Community College,1805,Alabama,5,25,770,91,6,0,926,29,26,853,1140,AL,Public,2 Year,,4560,4560,8670,8670,,,,
322,Chattanooga State Community College,9332,Tennessee,34,138,1456,307,10,27,2147,202,102,7056,5552,TN,Public,2 Year,,4778,4778,17684,17684,,,,
323,Chemeketa Community College,11101,Oregon,193,185,137,2397,81,81,3378,385,1336,6306,6188,OR,Public,2 Year,,4725,4725,12960,12960,,,,
324,Chesapeake College,2426,Maryland,21,30,375,86,2,27,559,45,51,1789,1588,MD,Public,2 Year,,4760,4760,9110,9110,,,,
325,Chestnut Hill College,2063,Pennsylvania,2,39,629,163,6,32,892,53,189,950,1446,PA,Private,4 Year,11000.0,36180,47180,36180,47180,,,,
326,Cheyney University of Pennsylvania,1022,Pennsylvania,1,1,874,38,1,2,953,38,55,12,513,PA,Public,4 Year,11018.0,9479,20497,14495,25513,,,,
